,const,Age,n_hosp_365d,triage_o2sat,triage_acuity_2,triage_acuity_3,triage_acuity_4,triage_acuity_5,cci_Renal_1,cci_Liver2_1,perf_metric
0,13.483373068364106,0.02293677845686716,0.09715231632317996,-0.1407774804385688,-0.2430531929675166,-1.521188147762471,-4.148466619958048,-2.789534174432944,0.6559953167323798,0.5706079330787907,0.7918361694622092
1,13.186410599996368,0.022836277804909617,0.10453978407949158,-0.13464856316679646,-0.6086051898904146,-1.8357068545615385,-4.09012668019576,-4.521560340848558,0.5260177877239457,0.7683711690606876,0.7924059754711581
2,10.47602760776808,0.024906156402979465,0.08157147934185109,-0.11183186872734806,-0.2476251384483068,-1.475023586739995,-3.143568982638226,-6.296692257806488,0.4495342200501112,1.4529746665489132,0.7913046693507475
3,14.285096951465,0.024108980751564986,0.06743472124892678,-0.14745032342840922,-0.3938878120130978,-1.7316628929777105,-4.1430041134498365,-6.565078100799724,0.48897379625780346,0.7335257445813057,0.7907837046583581
4,16.07653971779713,0.02735799570588278,0.0831642023802738,-0.16658690720252678,-0.6269826052859534,-1.960999292806002,-4.075586157062732,-11.780824530561446,0.4169092699953944,0.982671595504309,0.7912059033854922
5,11.405193379668606,0.0246200963981949,0.08988876039337745,-0.11821188243439992,-0.5152158960235599,-1.7603248286570339,-4.047689766117949,-4.43002623949198,0.5121294980552232,0.922348542203284,0.791911784940053
6,9.264601513317118,0.024823500781427296,0.09814626262019105,-0.09441040616281708,-0.8566927396414157,-1.9757905170410295,-3.8798485043510436,-5.278684435906061,0.6014899216756662,0.8301527575325456,0.791475468332678
7,11.326776856749857,0.028799483824014743,0.10956900874194922,-0.11895371388921662,-0.6661357371858061,-1.9858569676554505,-4.294980522026221,-7.224156612968795,0.6138234027403675,-0.1053217474277629,0.7902877942461635
8,15.095833932176317,0.021042429846152944,0.11806011856291833,-0.15226845192043187,-0.7011960073476636,-1.9276441876535124,-4.201227729250038,-4.619633820540533,0.5413468735966733,0.6518816078209665,0.7924437036414608
9,11.648910532874623,0.025273238302799227,0.0841235397564268,-0.1234777216519154,-0.23177393493912862,-1.5028466933490954,-3.9442711401262436,-6.755110203363657,0.767360656294624,1.7107982787120113,0.7912736751958566
10,13.854820004346879,0.024381008626489026,0.11151900056437987,-0.1451308673858863,-0.2925891434401017,-1.579380462621282,-3.9839781415031448,-6.126287919524749,0.7557763867532099,0.052919464077332945,0.7912615822643837
11,13.3628507656615,0.02404745259331231,0.08036832121904615,-0.13627847560545858,-0.5296766172591773,-1.9736731336096527,-4.863634090147525,-4.5300534601001194,0.5325663480249238,1.3226315305963587,0.791208724254615
12,7.544057245345874,0.02495755195296896,0.10463349798499762,-0.07499768790045856,-1.1560423650189189,-2.1802252596601845,-3.7953844834718593,-6.027525615633211,0.6810941650942517,0.7801076739068625,0.7903126392782177
13,11.250837790494849,0.025400319266295823,0.09405244505179913,-0.1170465612308398,-0.5408684504191568,-1.7848998411337522,-4.032868650332591,-4.916992277651689,0.5286475387525782,0.7118786411877152,0.791856327719946
14,8.458175801887945,0.030057491174625032,0.10716167594093845,-0.0918708468274005,-0.5395371812376589,-1.6626551048843294,-3.928690907141004,-3.9513126518018495,0.4182672998006262,0.7417025429812997,0.7904461162691477
15,10.50281456960869,0.022151617979942074,0.08925456775419162,-0.10789543056023053,-0.5331269040833093,-1.7720785331712476,-3.7720602107950647,-8.011584490011817,0.6145179616327758,0.9413975574876616,0.792032829509857
16,10.029135930918656,0.024309428064960493,0.0788193946168901,-0.10399024573884846,-0.6211378987228934,-1.660026955941329,-4.20219064147815,-6.27715785667497,0.41197400390200944,0.8880842070826946,0.7911427940433164
17,11.627640436367475,0.02436703499154423,0.09184340225409662,-0.1208568061385232,-0.46659925592834717,-1.7031732094574796,-4.006606419474542,-4.136058418019079,0.5358081967978265,0.8320645149485484,0.7919675794955126
18,7.916076906915855,0.02418911540058851,0.12306081988000919,-0.08504458935160496,-0.23190100532889985,-1.5039575929576907,-3.8302002600667047,-4.606740289897191,0.5720433674533322,1.0738190160153087,0.7920915516659774
