Equal Opportunity,Equalized Odds,Statistical Parity,Accuracy Equality,Weighted,Calibration,auc,sen_var_exclusion
0.0,0.0,0.0,0.22994203321531348,0.0,0.04284864683271919,0.7950778473200079,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04165103466739029,0.7940229773801902,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05980942935714202,0.7934403228422983,
0.0,0.0,0.0,0.22994203321531348,0.0,0.043026235732265265,0.7950879505676749,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04729840249378667,0.7948200616662475,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04254142296273059,0.7940196466443477,
0.0,0.0,0.0,0.22994203321531348,0.0,0.054446843687902854,0.7941163903771268,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04216827354513511,0.7946651912540947,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05180199119309225,0.7936991256068716,
0.0,0.0,0.0,0.22994203321531348,0.0,0.058740299451845376,0.7934095436022944,
0.0,0.0,0.0,0.22994203321531348,0.0,0.03834792945111879,0.7948941750346786,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04489772434538134,0.7948712837658118,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04311838629882334,0.7940968466570127,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05076077212639908,0.7934317551425335,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04687768301553643,0.7943068950263671,
0.0,0.0,0.0,0.22994203321531348,0.0,0.045373487314142764,0.7939663817527877,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04306486517730434,0.7950963675600727,
0.0,0.0,0.0,0.22994203321531348,0.0,0.06596916080492433,0.7936953006932363,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05078340813031301,0.794646625445892,
0.0,0.0,0.0,0.22994203321531348,0.0,0.06426728239809806,0.7942375581635507,
0.0,0.0,0.0,0.22994203321531348,0.0,0.040962992167201784,0.7942929130543858,
0.0,0.0,0.0,0.22994203321531348,0.0,0.060620773079647944,0.7935683702935779,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04182543184441796,0.7951230691776305,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04675125181258605,0.7934114676267688,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04339514918059992,0.79483721893661,
0.0,0.0,0.0,0.22994203321531348,0.0,0.040707022721474063,0.7941734658983732,
0.0,0.0,0.0,0.22994203321531348,0.0,0.051800267130288666,0.7944213757704957,
0.0,0.0,0.0,0.22994203321531348,0.0,0.03930462919129576,0.7948008946208857,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04000045492168411,0.794198130437515,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05863605859664352,0.7943916621130656,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05713112412712932,0.7936067962698994,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04795328329474883,0.7947111171464744,
0.0,0.0,0.0,0.22994203321531348,0.0,0.041582693816866786,0.7951598110529831,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05804482795879078,0.7939225671216922,
0.0,0.0,0.0,0.22994203321531348,0.0,0.046895885697236614,0.7949072151090324,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04346260061710735,0.794300939650074,
0.0,0.0,0.0,0.22994203321531348,0.0,0.03972235146593758,0.7951038903772814,
0.0,0.0,0.0,0.22994203321531348,0.0,0.03978975677262535,0.7948444801468105,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04126753504642054,0.795440301581788,
0.0,0.0,0.0,0.22994203321531348,0.0,0.047071644243159225,0.7948687333082295,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05047303781617331,0.794499299955944,
0.0,0.0,0.0,0.22994203321531348,0.0,0.03843164219504154,0.7950006541917376,
0.0,0.0,0.0,0.22994203321531348,0.0,0.041003051561495446,0.7947579758977861,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05453402334330341,0.7945720794845617,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04031753709321649,0.7945288597682216,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04924400686982121,0.7939050438075819,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04382077905755133,0.7949794658973849,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04787698451122709,0.7947657673000631,
0.0,0.0,0.0,0.22994203321531348,0.0,0.054417798894656096,0.7941982850788221,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04010787158254286,0.7949460099858915,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04781750583119907,0.7944200601954035,
0.0,0.0,0.0,0.22994203321531348,0.0,0.045500707296135326,0.794364422622882,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04209778720551932,0.7948185410579506,
0.0,0.0,0.0,0.22994203321531348,0.0,0.038557070567743046,0.7938699885153269,
0.0,0.0,0.0,0.22994203321531348,0.0,0.038442157024043785,0.794972923146388,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05147729203906639,0.7940256620132252,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04646639546097917,0.7943804024743774,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04458047037565486,0.7934601494782618,
0.0,0.0,0.0,0.22994203321531348,0.0,0.057615947530957515,0.7945782473872784,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04824236073568974,0.7946389376373676,
0.0,0.0,0.0,0.22994203321531348,0.0,0.03832258065113143,0.7950006976524078,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05330102350775677,0.7936175486644943,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04697622037255637,0.7949308105999869,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04412721253180724,0.7950225958824275,
0.0,0.0,0.0,0.22994203321531348,0.0,0.03865364269874061,0.7953090678732939,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05238191748806742,0.7939925835726386,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04711904075383783,0.7948530263504032,
0.0,0.0,0.0,0.22994203321531348,0.0,0.058791248879734186,0.7936242452606438,
0.0,0.0,0.0,0.22994203321531348,0.0,0.046778813480715976,0.7943401551306816,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04223212668683893,0.7937242955168019,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05813790026454853,0.794197906156104,
0.0,0.0,0.0,0.22994203321531348,0.0,0.048438482945712784,0.7942092193713081,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04134491142609757,0.7946368235192938,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04965584585020125,0.7945691989975153,
0.0,0.0,0.0,0.22994203321531348,0.0,0.045501023047123786,0.793638590560081,
0.0,0.0,0.0,0.22994203321531348,0.0,0.054046134870375614,0.7933935464695627,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04374989210578456,0.7945616619900231,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04037831560415077,0.7949058143454067,
0.0,0.0,0.0,0.22994203321531348,0.0,0.041665870704397014,0.7950416846236508,
0.0,0.0,0.0,0.22994203321531348,0.0,0.04197480400022036,0.7949537498254553,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05148070916112171,0.7940248474066554,
0.0,0.0,0.0,0.22994203321531348,0.0,0.05440814621368554,0.7934644632307712,
0.0,0.0,0.0,0.22994203321531348,0.0,0.043745264493531985,0.7935034662317878,
