,0
0,0.0
1,-0.07608772396667471
2,-0.0052009392943269325
3,-0.009835009308049715
4,0.0009733908347860883
5,-0.0012718839591149582
6,-0.014456110711344334
7,-0.009367930556798751
8,-0.01821091099094053
9,0.018572176278032277
10,0.10877347796866592
11,-0.4293906192810316
12,0.001717984190754112
13,-0.005961164001846276
14,-0.0033826394221981304
